#{"t_start": 1765088413.9611795, "env_id": "None"}
r,l,t
0.00018694616,70,0.841195
1.3319959e-07,70,0.841244
6.060671e-05,70,0.841258
0.00012497975,70,0.841269
0.0008911801,70,0.841277
0.00019849947,70,0.841284
0.00013908376,70,0.841291
6.39927e-05,70,0.841298
9.8698314e-05,70,1.633095
8.567377e-05,70,1.633138
9.0359434e-05,70,1.633154
2.1222015e-05,70,1.633164
0.0034320971,70,1.633171
-2.3553393e-06,70,1.633178
0.0048617325,70,1.633184
4.789553e-05,70,1.633191
0.008693428,70,2.434942
2.186971e-05,70,2.434981
0.007217545,70,2.434992
0.0016528717,70,2.435001
1.6924147e-05,70,2.435009
0.00039107545,70,2.435017
0.00015119478,70,2.435024
0.0028778687,70,2.43503
0.00075592386,70,3.33087
-1.530855e-06,70,3.33091
-6.745165e-06,70,3.330921
0.0048584966,70,3.330928
4.0217938e-06,70,3.330935
0.0014955186,70,3.330942
0.00011687344,70,3.330948
0.0010604643,70,3.330954
0.00055479404,70,4.136933
0.026191324,70,4.13699
0.00015679457,70,4.137004
0.00033090514,70,4.137013
0.001539865,70,4.137021
0.00029145903,70,4.137028
0.00013048024,70,4.137036
6.773113e-05,70,4.137042
0.00039298166,70,4.977967
0.00073193107,70,4.978003
7.945718e-05,70,4.978016
0.0050894707,70,4.978024
0.0003662645,70,4.978031
0.0019937863,70,4.978038
0.00019084211,70,4.978045
0.00022353594,70,4.978051
8.546506e-05,70,5.802027
5.6059755e-05,70,5.802069
5.300275e-05,70,5.802081
0.0005722969,70,5.802089
0.00042072873,70,5.802097
6.820804e-05,70,5.802105
0.00021703713,70,5.802112
0.00032612603,70,5.802119
0.01746123,70,6.695636
0.0033572293,70,6.69568
6.70555e-05,70,6.695693
0.00014797584,70,6.695702
0.00015956722,70,6.69571
0.00028036133,70,6.695717
0.00021732059,70,6.695724
0.013530099,70,6.695732
0.006927971,70,7.497438
0.0013185544,70,7.497479
0.004846731,70,7.497492
0.0040966733,70,7.4975
6.829941e-05,70,7.497508
6.959509e-06,70,7.497515
0.00016866864,70,7.497522
0.00015884363,70,7.49753
5.6365683e-05,70,8.299737
0.00010070267,70,8.299776
7.681599e-05,70,8.299789
-2.100146e-06,70,8.299798
0.00038189342,70,8.299805
0.00012885942,70,8.299813
0.00014968995,70,8.29982
0.0003131351,70,8.299827
1.3232162e-05,70,9.186203
0.0001959533,70,9.186245
-3.619934e-05,70,9.186257
0.0031165245,70,9.186265
0.00041638903,70,9.186273
0.00013045147,70,9.186281
0.00073089387,70,9.186289
0.00011177387,70,9.186296
0.0012170308,70,9.980821
1.20285895e-05,70,9.980859
0.00019183104,70,9.980871
4.8715374e-05,70,9.980879
0.0003999708,70,9.980887
1.8676052e-05,70,9.980894
7.358461e-05,70,9.980901
0.00010335437,70,9.980908
0.00030559182,70,10.815599
0.000116119656,70,10.815638
0.0001241386,70,10.81565
0.00020217332,70,10.815658
0.0021807123,70,10.815666
7.249164e-05,70,10.815674
6.0313927e-05,70,10.815681
0.00025032152,70,10.815688
1.8177485e-05,70,11.618406
1.4700767e-05,70,11.618447
0.00017598204,70,11.618458
0.00018433518,70,11.618469
0.0039371094,70,11.618483
0.0001823673,70,11.618494
0.00032997195,70,11.618502
0.00647417,70,11.61851
0.000105948784,70,12.505857
0.00013434868,70,12.5059
0.012699294,70,12.505911
0.0001708215,70,12.50592
0.00014410171,70,12.505928
2.6811718e-05,70,12.505935
7.723649e-05,70,12.505943
0.00013520634,70,12.50595
0.00014546586,70,13.323951
0.00017463128,70,13.323991
0.00029517882,70,13.324003
0.00010994586,70,13.324011
0.00087752554,70,13.324019
4.16098e-06,70,13.324026
3.217964e-05,70,13.324033
0.00015727291,70,13.32404
5.8839796e-05,70,14.115601
0.0013423951,70,14.11564
0.00033708112,70,14.115652
0.0004639235,70,14.11566
0.0013946989,70,14.115668
6.8801775e-05,70,14.115676
0.00014901816,70,14.115683
0.00028758636,70,14.11569
0.00027574398,70,14.912794
9.819669e-06,70,14.912834
0.00034293582,70,14.912845
0.00019222146,70,14.912854
0.00037704143,70,14.912862
9.2041315e-05,70,14.912869
0.0005947698,70,14.912877
7.088359e-05,70,14.912884
0.00022789951,70,15.806974
0.00068736187,70,15.807018
0.00035219372,70,15.80703
0.0003427453,70,15.807039
0.00013824127,70,15.807047
8.372074e-05,70,15.807054
3.3485753e-06,70,15.807061
0.00014757589,70,15.807069
0.0003553048,70,16.602971
0.00432992,70,16.603011
0.003325557,70,16.603022
0.00015578083,70,16.60303
0.00010572026,70,16.603036
0.005930761,70,16.603042
0.00018686245,70,16.60305
3.883225e-05,70,16.603059
9.922724e-05,70,17.39516
0.0064417566,70,17.395201
0.0002199968,70,17.395213
0.00045847765,70,17.395222
0.0033297797,70,17.39523
8.3793646e-05,70,17.395237
0.00080318167,70,17.395244
7.7522265e-05,70,17.395252
0.00010725241,70,18.291283
0.00028641836,70,18.291329
0.0022842675,70,18.291342
0.00018910607,70,18.29135
0.00033106064,70,18.291358
1.2144085e-05,70,18.291366
0.00015576254,70,18.291373
0.0008124849,70,18.291381
0.0018050174,70,19.109237
0.00011762534,70,19.109276
8.7074775e-05,70,19.109287
0.00013369224,70,19.109296
9.059925e-05,70,19.109304
0.0043796706,70,19.109312
0.001951615,70,19.109319
0.0021772056,70,19.109326
0.00013355014,70,19.904982
0.00015517915,70,19.905025
0.00016219416,70,19.905037
