#{"t_start": 1765087310.1967251, "env_id": "None"}
r,l,t
0.0004734404,70,0.829583
-5.206037e-06,70,0.829637
0.00012374917,70,0.829651
0.00024678325,70,0.82966
0.00081780565,70,0.829669
0.00053433084,70,0.829676
0.0003337888,70,0.829684
0.00010810684,70,0.829691
0.000258793,70,1.639588
0.00016664455,70,1.639632
0.00016209504,70,1.639643
4.8070313e-05,70,1.639651
0.0033270167,70,1.639658
-8.2613715e-06,70,1.639665
0.0052962922,70,1.639671
0.00012621714,70,1.639678
0.011094037,70,2.441263
3.3460088e-05,70,2.441304
0.008161304,70,2.441316
0.0025922915,70,2.441324
-2.0435255e-07,70,2.44133
0.0007520099,70,2.441337
0.00032285927,70,2.441344
0.0037305807,70,2.441351
0.0013962026,70,3.335281
-6.6524503e-06,70,3.335324
-1.0531497e-05,70,3.335335
0.0056023384,70,3.335342
1.0435228e-06,70,3.335349
0.001338613,70,3.335356
0.00034819817,70,3.335361
0.002013975,70,3.335367
0.000628336,70,4.142763
0.016021151,70,4.142804
0.00039879477,70,4.142815
0.0006642549,70,4.142822
0.0021509062,70,4.142829
0.0005143391,70,4.142836
0.00032287772,70,4.142842
0.00012967737,70,4.142847
0.00077629107,70,4.950729
0.0010019292,70,4.950768
0.00022830247,70,4.950779
0.0054459022,70,4.950786
0.0007537247,70,4.950793
0.002377133,70,4.950799
0.000515985,70,4.950805
0.00040042933,70,4.950811
0.00012194728,70,5.761596
0.00016766725,70,5.761643
9.6771764e-05,70,5.761655
0.0009995122,70,5.761663
0.000751914,70,5.761672
0.00013129516,70,5.761679
0.00043828005,70,5.761686
0.00065729296,70,5.761693
0.017275736,70,6.653373
0.007359273,70,6.653414
0.00017646322,70,6.653426
0.0003362321,70,6.653434
9.394223e-05,70,6.653442
0.000680701,70,6.653449
0.0004345733,70,6.653456
0.015839236,70,6.653463
0.010644987,70,7.454862
0.0011278404,70,7.4549
0.010538211,70,7.454912
0.0053016203,70,7.454921
0.00018740169,70,7.454929
-2.8608756e-06,70,7.454936
0.00033638632,70,7.454944
0.0002815182,70,7.454952
8.6374406e-05,70,8.26191
0.0001749445,70,8.261949
0.00016964885,70,8.261961
0.00027450247,70,8.261969
0.00080149993,70,8.261977
0.00020218999,70,8.261984
0.00039915662,70,8.261991
0.0058164853,70,8.261998
1.2834589e-05,70,9.15187
0.00046759075,70,9.151916
-5.0582043e-05,70,9.151928
0.0043195183,70,9.151937
0.0010567831,70,9.151945
0.00020791445,70,9.151952
0.0008084822,70,9.15196
0.00020973542,70,9.151967
0.0022441377,70,9.960265
4.9447375e-05,70,9.960306
0.0005731461,70,9.960318
0.00012893473,70,9.960326
0.00040223263,70,9.960334
5.6053148e-05,70,9.960342
0.00018086379,70,9.960349
0.00023730952,70,9.960356
0.007847696,70,10.77277
0.00022154611,70,10.772813
0.00033211007,70,10.772825
0.0005801649,70,10.772833
0.0029499985,70,10.772841
0.00018847687,70,10.772849
0.00011390314,70,10.772857
0.00066193193,70,10.772864
4.0197003e-05,70,11.593657
0.00016891529,70,11.593699
0.00031043735,70,11.593712
0.00038321188,70,11.593721
0.0005501811,70,11.593729
0.0004190891,70,11.593736
0.0006249383,70,11.593743
0.010820951,70,11.59375
0.00011776258,70,12.512875
0.00044914335,70,12.512917
0.010978393,70,12.512929
0.0003191888,70,12.512938
0.00041071253,70,12.512946
0.0002690123,70,12.512954
0.00024755226,70,12.512962
0.00028053293,70,12.512969
0.00048751768,70,13.33407
0.00037246582,70,13.334112
0.000761277,70,13.334124
0.00026854686,70,13.334132
0.05299253,70,13.33414
8.417261e-05,70,13.334148
0.00011167445,70,13.334155
0.00065949594,70,13.334162
9.853549e-05,70,14.149668
0.002369103,70,14.14971
0.00083116634,70,14.149722
0.0012500711,70,14.149731
0.0019692976,70,14.14974
0.00015016488,70,14.149747
0.000868927,70,14.149755
0.0005692567,70,14.149762
0.00066022703,70,14.953959
0.00060580176,70,14.954005
0.000733795,70,14.954017
0.00036986134,70,14.954027
0.0011563188,70,14.954035
9.140466e-05,70,14.954042
0.00043143745,70,14.954049
0.00030471533,70,14.954056
0.00055803877,70,15.881527
0.0009242599,70,15.881569
0.0007643112,70,15.88158
0.0007474974,70,15.881589
0.00041761078,70,15.881597
0.00018198889,70,15.881609
6.774589e-06,70,15.881618
