#{"t_start": 1765087634.3485916, "env_id": "None"}
r,l,t
0.0004734404,70,0.852277
-5.206037e-06,70,0.852328
0.00012374917,70,0.852339
0.00024678325,70,0.852347
0.00081780565,70,0.852354
0.00053433084,70,0.85236
0.0003337888,70,0.852367
0.00010810684,70,0.852373
0.000258793,70,1.656282
0.00016664455,70,1.656323
0.00016209504,70,1.656333
4.8070313e-05,70,1.656341
0.0033270167,70,1.656348
-8.2613715e-06,70,1.656355
0.0052962922,70,1.656362
0.00012621714,70,1.656368
0.011094037,70,2.492519
3.3460088e-05,70,2.492556
0.008161304,70,2.492567
0.0025922915,70,2.492574
-2.0435255e-07,70,2.492581
0.0007520099,70,2.492587
0.00032285927,70,2.492594
0.0037305807,70,2.492599
0.0013962026,70,3.419248
-6.6524503e-06,70,3.419293
-1.0531497e-05,70,3.419307
0.0056023384,70,3.419316
1.0435228e-06,70,3.419324
0.0036467998,70,3.419332
0.000119242715,70,3.41934
0.002013975,70,3.419347
0.000628336,70,4.258378
0.026163802,70,4.25842
0.00039879477,70,4.258433
0.0007646825,70,4.258442
0.0023111424,70,4.25845
0.0004120811,70,4.258457
0.00032287772,70,4.258465
0.00012967737,70,4.258472
0.0009144425,70,5.083757
0.0010019292,70,5.0838
0.00029876851,70,5.083813
0.0054459022,70,5.083822
0.0007537247,70,5.08383
0.002377133,70,5.083838
0.000515985,70,5.083844
0.00042284888,70,5.083852
0.00012194728,70,5.885509
-1.3922981e-06,70,5.885554
0.0001064674,70,5.893381
0.0009995122,70,5.893397
0.0006333293,70,5.893408
0.00013129516,70,5.893416
0.00043989276,70,5.893426
0.0006473723,70,5.893435
0.016245024,70,6.804891
0.0076992097,70,6.804934
0.00017646322,70,6.804946
0.0003362321,70,6.804955
9.394223e-05,70,6.804963
0.00074019615,70,6.80497
0.0009457065,70,6.804978
0.015560762,70,6.804985
0.011438757,70,7.605321
0.0011713973,70,7.605361
0.010538211,70,7.605372
0.0053016203,70,7.605381
0.00020023287,70,7.605389
-4.5250945e-06,70,7.605397
0.00033638632,70,7.605404
0.00036779058,70,7.605411
8.6374406e-05,70,8.418789
0.0001852409,70,8.418829
0.00016964885,70,8.418842
0.00026097917,70,8.41885
0.00080149993,70,8.418858
0.00017967176,70,8.418865
0.00049253704,70,8.418872
0.0055441465,70,8.41888
1.9144049e-05,70,9.315637
0.00046759075,70,9.315681
-5.0582043e-05,70,9.315694
0.011490227,70,9.315702
0.0010567831,70,9.315711
0.00023219714,70,9.315718
0.00074333395,70,9.315726
0.00020973542,70,9.315733
0.0021820886,70,10.133102
3.6428486e-05,70,10.133143
0.0005740087,70,10.133155
0.00032883266,70,10.133163
0.00040223263,70,10.133171
0.00054630265,70,10.133179
0.00024436452,70,10.133186
0.0002445857,70,10.133194
0.0048547154,70,10.94452
0.00052989565,70,10.944568
0.00035067095,70,10.952384
0.0007000612,70,10.952407
0.0028940313,70,10.95242
0.00025351916,70,10.95243
7.1533235e-05,70,10.952439
0.0007313359,70,10.952449
7.863906e-05,70,11.767066
0.0001043684,70,11.767112
0.0002673491,70,11.767126
0.00040640845,70,11.767136
0.00060669926,70,11.767145
0.0005963227,70,11.767153
0.0006154106,70,11.76716
0.010820951,70,11.767167
0.00010857356,70,12.699517
0.0004554715,70,12.699561
0.013405451,70,12.699573
0.00032472046,70,12.699582
0.0004254307,70,12.69959
0.0002690123,70,12.699598
0.00031713146,70,12.699605
0.00028053293,70,12.699612
0.00048751768,70,13.539216
0.00037246582,70,13.539255
0.000761277,70,13.539267
0.00024153906,70,13.539276
0.050573397,70,13.539283
8.417261e-05,70,13.539291
0.00013851434,70,13.539298
0.00072968414,70,13.539305
0.00010641987,70,14.380383
0.002369103,70,14.380424
0.00083116634,70,14.380435
0.0012500711,70,14.380444
0.0019932177,70,14.380452
0.00014392432,70,14.380459
0.000868927,70,14.380466
0.0005556263,70,14.380473
0.0008457017,70,15.209655
0.00060580176,70,15.209696
0.010783095,70,15.209709
0.00036986134,70,15.209718
0.0011563188,70,15.209725
9.140466e-05,70,15.209733
0.0004560476,70,15.209746
0.00030471533,70,15.209755
0.0005846091,70,16.141877
0.0009829695,70,16.141922
0.0007710251,70,16.149731
0.0007497297,70,16.149753
0.00042941945,70,16.149764
0.00018198889,70,16.149773
1.00792e-05,70,16.149782
0.00050464075,70,16.149791
0.00610572,70,16.965913
0.0021030682,70,16.965953
0.0044693323,70,16.965965
0.00026478557,70,16.965972
0.00017113073,70,16.965979
0.0065887403,70,16.965986
0.0004563241,70,16.965991
9.727747e-05,70,16.965997
0.0001793885,70,17.764513
0.0073628933,70,17.764555
0.00072884414,70,17.764567
0.0009923283,70,17.764574
0.0043799183,70,17.764582
0.00017962199,70,17.764588
0.0019929516,70,17.764595
0.004242778,70,17.764601
0.00023536189,70,18.667212
0.0005056034,70,18.667253
0.0022772118,70,18.667264
0.00024124216,70,18.667271
0.0008001309,70,18.667278
3.0089983e-05,70,18.667284
0.0004467412,70,18.667291
0.0008152372,70,18.667297
0.002572746,70,19.485955
0.00029746932,70,19.485994
0.0002973449,70,19.486005
0.0036842455,70,19.486012
0.00042460792,70,19.486019
0.0063355574,70,19.486025
0.0023966786,70,19.486031
0.0030771757,70,19.486037
0.0005521175,70,20.289438
0.0005812464,70,20.28948
0.00042810984,70,20.289491
0.00023162542,70,20.2895
0.0005268565,70,20.289508
0.00014879297,70,20.289515
-4.2120722e-05,70,20.289521
0.00029550673,70,20.289527
0.001053426,70,21.103798
0.0005903599,70,21.103842
0.0060423263,70,21.103854
0.0003379958,70,21.103862
0.00077994703,70,21.10387
0.0006864616,70,21.103876
0.006841908,70,21.103883
0.0007377886,70,21.10389
0.0019825967,70,22.029074
0.00025335985,70,22.029118
0.005216648,70,22.029129
0.0004020793,70,22.029137
0.00020906127,70,22.029144
-1.0228998e-05,70,22.029151
0.00025186257,70,22.029158
0.00025960288,70,22.029164
0.0002869579,70,22.863634
0.00011836053,70,22.863677
1.6305414e-05,70,22.863688
0.00010553057,70,22.863696
0.0006619269,70,22.863703
0.00027876534,70,22.863709
0.00084305956,70,22.863715
0.00044536722,70,22.863721
0.0005802296,70,23.663706
-6.5484087e-06,70,23.663751
-1.6011132e-05,70,23.663764
0.00032159637,70,23.663772
-4.9814673e-05,70,23.663779
0.00040053215,70,23.663785
0.00053466286,70,23.663791
3.6882775e-05,70,23.663797
0.00016645923,70,24.469384
0.00018607231,70,24.469422
0.00017439837,70,24.469433
0.0007736952,70,24.469441
0.014128609,70,24.469447
0.00031394482,70,24.469454
0.00037282615,70,24.46946
0.0028687103,70,24.469466
0.00021167242,70,25.371275
-3.510409e-05,70,25.37132
0.0006558968,70,25.371333
0.0003424429,70,25.371342
0.00012617055,70,25.37135
0.00026497757,70,25.371358
0.057624787,70,25.371365
1.193881e-05,70,25.371373
0.0003119048,70,26.185858
0.0007118156,70,26.185901
0.0018852653,70,26.185915
0.00025799178,70,26.185924
0.0014170792,70,26.185932
0.00058174774,70,26.18594
0.00019691416,70,26.185947
4.437408e-05,70,26.185955
0.00019279911,70,26.99136
-5.106428e-06,70,26.9914
9.35507e-05,70,26.991411
0.00037996098,70,26.991419
0.0073489863,70,26.991426
0.00055548793,70,26.991434
0.0003618371,70,26.99144
0.0028620223,70,26.991446
0.008888118,70,27.91979
3.9962004e-05,70,27.919831
0.0002964022,70,27.919843
0.0025183817,70,27.919851
0.00042507012,70,27.919858
0.00033302675,70,27.919864
0.00010271935,70,27.919871
0.0006040196,70,27.919876
0.00039475606,70,28.727609
0.008178645,70,28.727652
0.00035932986,70,28.727664
0.0008165232,70,28.727671
0.00017495279,70,28.727677
0.00039267068,70,28.727684
0.00020096783,70,28.72769
0.00012782389,70,28.727696
8.3513994e-05,70,29.532188
-1.6102176e-05,70,29.53223
0.003747367,70,29.532242
0.0006207638,70,29.532249
0.00045513746,70,29.532256
0.00031407637,70,29.532263
-2.5648665e-06,70,29.532269
6.769321e-05,70,29.532275
0.001216183,70,30.338681
0.0004545712,70,30.338722
0.0007654412,70,30.338732
0.000328449,70,30.338746
0.00028648676,70,30.338754
0.0007248187,70,30.33876
0.00013500957,70,30.338766
0.0046229754,70,30.338773
0.0003938177,70,31.248787
0.0020390889,70,31.248832
0.0017970814,70,31.248844
8.668007e-05,70,31.248852
0.0005268527,70,31.248858
0.0011205014,70,31.248865
0.00019075876,70,31.248871
0.00037034994,70,31.248877
5.0619812e-05,70,32.065954
-7.3989577e-06,70,32.065994
0.0009190098,70,32.066005
7.0817754e-05,70,32.066013
3.9652412e-05,70,32.06602
0.00016616167,70,32.066026
0.0012799731,70,32.06604
0.00031997202,70,32.066047
0.0006855603,70,32.869004
0.00044326618,70,32.869043
0.00029262961,70,32.869054
0.004551553,70,32.869061
0.0023100225,70,32.869068
0.00012959793,70,32.869074
0.00034297677,70,32.869081
0.00015976072,70,32.869087
0.00019412911,70,33.676725
0.0003835092,70,33.676771
0.0003007742,70,33.676783
6.985133e-05,70,33.67679
0.0027744933,70,33.676797
0.00020638987,70,33.676803
9.49903e-05,70,33.67681
0.0006580352,70,33.676816
0.000570092,70,34.580629
0.0001284459,70,34.580675
0.00033234237,70,34.580688
0.0005315786,70,34.580696
0.0005091595,70,34.580704
0.00055423524,70,34.580712
0.00019729167,70,34.580719
-2.1390708e-05,70,34.580726
0.0004036921,70,35.402082
0.00016826997,70,35.402123
0.0007182398,70,35.402135
0.0009732911,70,35.402143
0.0005863095,70,35.402151
0.00017587014,70,35.402159
0.00025854653,70,35.402166
0.0010144728,70,35.402173
5.726822e-05,70,36.217956
0.0010089071,70,36.217998
0.0010844033,70,36.21801
0.00089951616,70,36.21802
0.00050785876,70,36.218028
0.0001482183,70,36.218036
0.0049848487,70,36.218043
-2.3878454e-05,70,36.21805
0.006972566,70,37.129426
0.0010280415,70,37.129471
0.0003140946,70,37.129484
0.00023565129,70,37.129493
0.00035617955,70,37.1295
0.00010677971,70,37.129508
1.314006e-05,70,37.129515
0.00027777278,70,37.129522
0.0007560172,70,37.94329
0.001620275,70,37.943332
1.7703896e-05,70,37.943344
0.00013363155,70,37.943353
0.00040698535,70,37.94336
0.0054185316,70,37.943368
3.6612546e-05,70,37.943375
0.0019565306,70,37.943383
0.00033982305,70,38.752219
0.0006959895,70,38.752257
0.00037451563,70,38.752269
0.0001906691,70,38.752278
0.0002100939,70,38.752286
0.0035759408,70,38.752293
0.008443185,70,38.752301
0.0041590724,70,38.752309
0.00019755572,70,39.549869
0.0043792883,70,39.549909
0.0004040122,70,39.549922
0.00064592605,70,39.549931
0.00027410442,70,39.549938
0.00056507974,70,39.549946
0.006159176,70,39.549954
0.0003901926,70,39.549961
2.1247524e-06,70,40.466478
0.0009124263,70,40.466523
0.00014270165,70,40.466536
0.0009366467,70,40.466545
0.00037227466,70,40.466553
0.0003325903,70,40.466561
0.0011845632,70,40.466568
0.00014432792,70,40.466576
0.0007427063,70,41.268566
0.00020928428,70,41.268606
0.0022865497,70,41.268618
0.00041647386,70,41.268627
0.0006353493,70,41.268636
0.00020628812,70,41.268643
3.6852944e-05,70,41.26865
9.986083e-05,70,41.268658
-1.7455723e-05,70,42.090906
0.0023256652,70,42.090955
0.00038903684,70,42.098777
0.000721117,70,42.098805
0.00054813246,70,42.098818
0.006728662,70,42.098829
0.00094256504,70,42.098839
-3.7501181e-06,70,42.098848
0.00038833328,70,42.900866
0.0062639974,70,42.900908
0.0021882332,70,42.900921
0.0003885246,70,42.90093
0.0016014361,70,42.900938
5.7464993e-05,70,42.900945
0.00050573173,70,42.900953
0.00032028812,70,42.90096
-2.1886763e-06,70,43.81467
0.00022851395,70,43.814713
0.00013408196,70,43.814726
0.00093942,70,43.814735
0.00066487526,70,43.814751
0.00021527891,70,43.81476
0.024934068,70,43.814768
0.005227913,70,43.814775
0.0006304013,70,44.637632
0.00036885732,70,44.637673
0.00035277836,70,44.637685
0.00045289082,70,44.637694
-4.629309e-06,70,44.637702
0.00026615657,70,44.637709
0.0001926633,70,44.637717
-2.2390686e-05,70,44.637724
0.0007953882,70,45.465801
0.00019494497,70,45.465842
0.00010776792,70,45.465854
0.00021313895,70,45.465863
0.0028063306,70,45.465871
0.00027857456,70,45.465878
0.00022806705,70,45.465887
6.865965e-05,70,45.465894
0.0015614221,70,46.377716
0.00051980175,70,46.377766
0.0004296975,70,46.377779
0.001821263,70,46.377789
0.001151885,70,46.377796
0.0035715993,70,46.377804
0.0044437977,70,46.377811
0.0005759069,70,46.377818
0.006265876,70,47.222813
