#{"t_start": 1765087471.8474562, "env_id": "None"}
r,l,t
0.0004734404,70,0.813437
-5.206037e-06,70,0.813482
0.00012374917,70,0.813493
0.00024678325,70,0.813501
0.00081780565,70,0.813508
0.00053433084,70,0.813514
0.0003337888,70,0.81352
0.00010810684,70,0.813527
0.000258793,70,1.606986
0.00016664455,70,1.607029
0.00016209504,70,1.60704
4.8070313e-05,70,1.607048
0.0033270167,70,1.607055
-8.2613715e-06,70,1.607061
0.0052962922,70,1.607068
0.00012621714,70,1.607074
0.011094037,70,2.417043
3.3460088e-05,70,2.417082
0.008161304,70,2.417094
0.0025922915,70,2.417101
-2.0435255e-07,70,2.417108
0.0007520099,70,2.417114
0.00032285927,70,2.41712
0.0037305807,70,2.417126
0.0013962026,70,3.317072
-6.6524503e-06,70,3.317113
-1.0531497e-05,70,3.317125
0.0056023384,70,3.317132
1.0435228e-06,70,3.317138
0.0036467998,70,3.317145
0.000119242715,70,3.317151
0.002013975,70,3.317158
0.000628336,70,4.116328
0.026163802,70,4.116367
0.00039879477,70,4.116378
0.0007646825,70,4.116385
0.0023111424,70,4.116392
0.0004120811,70,4.116398
0.00032287772,70,4.116405
0.00012967737,70,4.11641
0.0009144425,70,4.929151
0.0010019292,70,4.929197
0.00029876851,70,4.929209
0.0054459022,70,4.929219
0.0007537247,70,4.929227
0.002377133,70,4.929234
0.000515985,70,4.929241
0.00042284888,70,4.929248
0.00012194728,70,5.729852
-1.3922981e-06,70,5.7299
0.0001064674,70,5.729913
0.0009995122,70,5.729923
0.0006333293,70,5.729931
0.00013129516,70,5.729938
0.00043989276,70,5.729945
0.0006473723,70,5.729952
0.016245024,70,6.652421
0.0076992097,70,6.652463
0.00017646322,70,6.652477
0.0003362321,70,6.652485
9.394223e-05,70,6.652493
0.00074019615,70,6.652501
0.0009457065,70,6.652508
0.015560762,70,6.652515
0.011438757,70,7.45694
0.0011713973,70,7.456982
0.010538211,70,7.456994
0.0053016203,70,7.457003
0.00020023287,70,7.457011
-4.5250945e-06,70,7.457019
0.00033638632,70,7.457028
0.00036779058,70,7.457035
8.6374406e-05,70,8.273685
0.0001852409,70,8.273726
0.00016964885,70,8.273737
0.00026097917,70,8.273746
0.00080149993,70,8.273754
0.00017967176,70,8.273761
0.0005089133,70,8.273768
0.0055441465,70,8.273775
1.9144049e-05,70,9.204
0.00046759075,70,9.204042
-5.0582043e-05,70,9.204054
0.011490227,70,9.204062
0.0010567831,70,9.20407
0.00023219714,70,9.204078
0.00074333395,70,9.204086
0.00020973542,70,9.204093
0.0021820886,70,10.038287
3.6428486e-05,70,10.038328
0.0005740087,70,10.038341
0.00032883266,70,10.038351
0.00040223263,70,10.03836
0.00054630265,70,10.038368
0.00024436452,70,10.038377
0.0002445857,70,10.038385
0.0048547154,70,10.849507
0.00052989565,70,10.849553
0.00035067095,70,10.849566
0.0007000612,70,10.849574
0.0028940313,70,10.849582
0.00025351916,70,10.84959
0.0001832729,70,10.849597
0.0007313359,70,10.849604
7.863906e-05,70,11.650552
0.0001043684,70,11.650596
0.0002673491,70,11.650609
0.00040640845,70,11.650617
0.00060669926,70,11.650625
0.0005963227,70,11.650633
0.0006154106,70,11.65064
0.010820951,70,11.650647
0.00010857356,70,12.574691
0.0004554715,70,12.574738
0.013405451,70,12.574752
0.00032472046,70,12.574762
0.0004254307,70,12.57477
0.0002690123,70,12.574779
0.00031713146,70,12.574786
0.00028053293,70,12.574795
0.00048751768,70,13.408084
0.00037246582,70,13.408126
0.000761277,70,13.408138
0.00026854686,70,13.408147
0.050573397,70,13.408155
8.417261e-05,70,13.408163
0.00013851434,70,13.40817
0.00072968414,70,13.408177
0.00010641987,70,14.240217
0.002369103,70,14.24026
0.00083116634,70,14.240273
0.0012500711,70,14.240282
0.0019692976,70,14.240291
0.00014392432,70,14.2403
0.000868927,70,14.240307
0.0005556263,70,14.240315
0.0008457017,70,15.083133
0.00060580176,70,15.083172
0.0007595878,70,15.083185
0.00036986134,70,15.083194
0.0011563188,70,15.083203
9.140466e-05,70,15.08321
0.0004560476,70,15.083219
0.00030471533,70,15.083226
0.0005846091,70,16.023866
0.0009829695,70,16.023916
0.0007710251,70,16.023929
0.0007497297,70,16.023937
0.00042941945,70,16.023946
0.00018198889,70,16.023953
1.00792e-05,70,16.02396
0.00050464075,70,16.023968
0.00610572,70,16.868726
0.0021030682,70,16.868766
0.0044693323,70,16.868777
0.00026478557,70,16.868785
0.00017113073,70,16.868793
0.0065887403,70,16.868801
0.0004563241,70,16.868808
9.727747e-05,70,16.868815
0.0001793885,70,17.707257
0.0073628933,70,17.707298
0.00072884414,70,17.707309
0.0009923283,70,17.707316
0.0043799183,70,17.707323
0.00017962199,70,17.707329
0.0019929516,70,17.707336
0.00032818885,70,17.707342
0.00023536189,70,18.636797
0.0005056034,70,18.636839
0.0022772118,70,18.63685
0.00024124216,70,18.636857
0.0008001309,70,18.636864
3.0089983e-05,70,18.63687
0.0004467412,70,18.636887
0.0008152372,70,18.636899
0.002572746,70,19.460112
0.00029746932,70,19.460153
0.0002973449,70,19.460164
0.0036842455,70,19.460172
0.00042460792,70,19.460178
0.0063355574,70,19.460185
0.0023966786,70,19.460191
0.0030771757,70,19.460197
0.0005521175,70,20.270491
0.0005812464,70,20.270535
0.00042810984,70,20.270546
0.00023162542,70,20.270553
0.0005268565,70,20.27056
0.00014879297,70,20.270566
-4.2120722e-05,70,20.270571
0.00029550673,70,20.270578
0.001053426,70,21.073346
0.0005903599,70,21.073391
0.0060423263,70,21.073403
0.0003379958,70,21.073412
0.00077994703,70,21.07342
0.0006864616,70,21.073427
0.006841908,70,21.073435
0.0007377886,70,21.073442
0.0019825967,70,21.99306
0.00025335985,70,21.993101
0.0014804793,70,21.993114
0.0004020793,70,21.993122
0.00021517326,70,21.99313
-1.0228998e-05,70,21.993137
0.00025186257,70,21.993145
0.00025960288,70,21.993152
0.0002869579,70,22.808307
0.00011836053,70,22.808349
1.6305414e-05,70,22.808361
0.00010553057,70,22.808369
0.0006619269,70,22.808377
0.00027876534,70,22.808385
0.00084305956,70,22.808392
0.00044536722,70,22.8084
0.0005802296,70,23.622027
-8.2223505e-06,70,23.622073
-1.6011132e-05,70,23.622085
0.00032159637,70,23.622094
-4.25413e-05,70,23.622102
0.00040053215,70,23.622109
0.00053466286,70,23.622116
3.6882775e-05,70,23.622123
0.00016645923,70,24.444681
0.00018607231,70,24.444724
0.00017439837,70,24.444736
0.0007736952,70,24.444744
0.014128609,70,24.444752
0.00031394482,70,24.444759
0.00037282615,70,24.444767
0.0028687103,70,24.444774
0.00021167242,70,25.352606
-3.510409e-05,70,25.352649
0.0006558968,70,25.352662
0.0003424429,70,25.35267
0.00012617055,70,25.352679
0.00026497757,70,25.352686
0.057624787,70,25.352694
1.193881e-05,70,25.352701
0.00037793355,70,26.182076
0.0007118156,70,26.182115
0.0018852653,70,26.182127
0.00025799178,70,26.182135
0.0014170792,70,26.182143
0.00058174774,70,26.18215
0.00019691416,70,26.182158
4.437408e-05,70,26.182165
0.00019279911,70,26.997573
-5.106428e-06,70,26.997617
9.35507e-05,70,26.997629
0.00037996098,70,26.997638
0.0073489863,70,26.997646
0.00055548793,70,26.997653
0.0003618371,70,26.99766
0.0028620223,70,26.997667
0.008888118,70,27.891161
5.3154108e-05,70,27.891205
0.0002964022,70,27.891218
0.0025183817,70,27.891227
0.00042507012,70,27.891235
0.00033302675,70,27.891242
0.00010271935,70,27.891249
0.0006040196,70,27.891257
0.00039475606,70,28.689012
0.008178645,70,28.689059
0.00035932986,70,28.689071
0.00076679204,70,28.689081
0.00017495279,70,28.689089
0.0004043092,70,28.689096
0.00020096783,70,28.689103
0.00012782389,70,28.68911
8.3513994e-05,70,29.493772
-1.6102176e-05,70,29.493815
0.0035576052,70,29.493827
0.0006207638,70,29.493836
0.00045513746,70,29.493844
0.00029836423,70,29.493852
-2.5648665e-06,70,29.493859
6.769321e-05,70,29.493866
0.001216183,70,30.319482
0.0004545712,70,30.319521
0.0007654412,70,30.319534
0.000328449,70,30.319542
0.00028648676,70,30.31955
0.0007248187,70,30.319558
0.00013500957,70,30.319565
0.0046229754,70,30.319572
0.0003938177,70,31.223529
0.0020390889,70,31.223571
0.0017970814,70,31.223583
8.668007e-05,70,31.223592
0.0005268527,70,31.2236
0.0011205014,70,31.223607
0.00019075876,70,31.223614
0.00037034994,70,31.223621
5.0619812e-05,70,32.048653
-7.3989577e-06,70,32.048695
0.0009190098,70,32.048707
7.0817754e-05,70,32.048716
3.9652412e-05,70,32.048723
0.00018791907,70,32.048731
0.0012268958,70,32.048745
0.00031997202,70,32.048753
0.0006855603,70,32.843972
0.00044326618,70,32.844016
0.00029262961,70,32.844028
0.004551553,70,32.844035
0.0023100225,70,32.844041
0.00012959793,70,32.844048
0.00034297677,70,32.844054
0.00015976072,70,32.844061
0.00019412911,70,33.672077
0.0003835092,70,33.672117
0.0003007742,70,33.672128
6.985133e-05,70,33.672136
0.0064585507,70,33.672143
0.00020638987,70,33.67215
9.49903e-05,70,33.672156
0.0006580352,70,33.672162
0.000570092,70,34.600995
0.0001284459,70,34.60104
0.00033234237,70,34.601051
0.0005315786,70,34.601059
0.0005091595,70,34.601066
0.00055423524,70,34.601072
0.0003221698,70,34.601079
-2.1390708e-05,70,34.601085
0.0004036921,70,35.43386
0.00016826997,70,35.433912
0.0007182398,70,35.433924
0.007394706,70,35.433932
0.0005863095,70,35.433939
0.00017587014,70,35.433945
0.00025854653,70,35.433951
0.0010144728,70,35.433957
5.726822e-05,70,36.239969
0.00044661007,70,36.24001
0.0010672463,70,36.240023
0.00089951616,70,36.240031
0.00050785876,70,36.240037
